"Time","Contracts","Funding Interval","Funding Rate"
"2024-03-29 17:00:00","BTCUSD CM Perpetual","8h","0.027830%"
"2024-03-29 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-03-29 01:00:00","BTCUSD CM Perpetual","8h","0.057297%"
"2024-03-28 17:00:00","BTCUSD CM Perpetual","8h","0.034749%"
"2024-03-28 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-03-28 01:00:00","BTCUSD CM Perpetual","8h","0.063059%"
"2024-03-27 17:00:00","BTCUSD CM Perpetual","8h","0.052617%"
"2024-03-27 09:00:00","BTCUSD CM Perpetual","8h","0.040304%"
"2024-03-27 01:00:00","BTCUSD CM Perpetual","8h","0.025417%"
"2024-03-26 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-03-26 09:00:00","BTCUSD CM Perpetual","8h","0.061956%"
"2024-03-26 01:00:00","BTCUSD CM Perpetual","8h","0.025431%"
"2024-03-25 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-03-25 09:00:00","BTCUSD CM Perpetual","8h","0.036728%"
"2024-03-25 01:00:00","BTCUSD CM Perpetual","8h","0.044465%"
"2024-03-24 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-03-24 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-03-24 01:00:00","BTCUSD CM Perpetual","8h","0.021069%"
"2024-03-23 17:00:00","BTCUSD CM Perpetual","8h","0.018774%"
"2024-03-23 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-03-23 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-03-22 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-03-22 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-03-22 01:00:00","BTCUSD CM Perpetual","8h","0.020652%"
"2024-03-21 17:00:00","BTCUSD CM Perpetual","8h","0.015460%"
"2024-03-21 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-03-21 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-03-20 17:00:00","BTCUSD CM Perpetual","8h","0.023260%"
"2024-03-20 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-03-20 01:00:00","BTCUSD CM Perpetual","8h","0.037318%"
"2024-03-19 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-03-19 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-03-19 01:00:00","BTCUSD CM Perpetual","8h","0.013347%"
"2024-03-18 17:00:00","BTCUSD CM Perpetual","8h","0.021760%"
"2024-03-18 09:00:00","BTCUSD CM Perpetual","8h","0.010986%"
"2024-03-18 01:00:00","BTCUSD CM Perpetual","8h","0.039807%"
"2024-03-17 17:00:00","BTCUSD CM Perpetual","8h","0.042096%"
"2024-03-17 09:00:00","BTCUSD CM Perpetual","8h","0.050823%"
"2024-03-17 01:00:00","BTCUSD CM Perpetual","8h","0.027708%"
"2024-03-16 17:00:00","BTCUSD CM Perpetual","8h","0.034539%"
"2024-03-16 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-03-16 01:00:00","BTCUSD CM Perpetual","8h","0.017044%"
"2024-03-15 17:00:00","BTCUSD CM Perpetual","8h","0.034498%"
"2024-03-15 09:00:00","BTCUSD CM Perpetual","8h","0.033097%"
"2024-03-15 01:00:00","BTCUSD CM Perpetual","8h","0.048628%"
"2024-03-14 17:00:00","BTCUSD CM Perpetual","8h","0.016742%"
"2024-03-14 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-03-14 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-03-13 17:00:00","BTCUSD CM Perpetual","8h","0.055360%"
"2024-03-13 09:00:00","BTCUSD CM Perpetual","8h","0.030843%"
"2024-03-13 01:00:00","BTCUSD CM Perpetual","8h","0.073692%"
"2024-03-12 17:00:00","BTCUSD CM Perpetual","8h","0.057822%"
"2024-03-12 09:00:00","BTCUSD CM Perpetual","8h","0.047095%"
"2024-03-12 01:00:00","BTCUSD CM Perpetual","8h","0.098584%"
"2024-03-11 17:00:00","BTCUSD CM Perpetual","8h","0.107745%"
"2024-03-11 09:00:00","BTCUSD CM Perpetual","8h","0.038313%"
"2024-03-11 01:00:00","BTCUSD CM Perpetual","8h","0.062035%"
"2024-03-10 17:00:00","BTCUSD CM Perpetual","8h","0.073722%"
"2024-03-10 09:00:00","BTCUSD CM Perpetual","8h","0.020619%"
"2024-03-10 01:00:00","BTCUSD CM Perpetual","8h","0.020042%"
"2024-03-09 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-03-09 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-03-09 01:00:00","BTCUSD CM Perpetual","8h","0.055975%"
"2024-03-08 17:00:00","BTCUSD CM Perpetual","8h","0.023164%"
"2024-03-08 09:00:00","BTCUSD CM Perpetual","8h","0.019823%"
"2024-03-08 01:00:00","BTCUSD CM Perpetual","8h","0.035520%"
"2024-03-07 17:00:00","BTCUSD CM Perpetual","8h","0.022267%"
"2024-03-07 09:00:00","BTCUSD CM Perpetual","8h","0.040128%"
"2024-03-07 01:00:00","BTCUSD CM Perpetual","8h","0.049602%"
"2024-03-06 17:00:00","BTCUSD CM Perpetual","8h","0.034982%"
"2024-03-06 09:00:00","BTCUSD CM Perpetual","8h","0.016256%"
"2024-03-06 01:00:00","BTCUSD CM Perpetual","8h","0.067329%"
"2024-03-05 17:00:00","BTCUSD CM Perpetual","8h","0.110239%"
"2024-03-05 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-03-05 01:00:00","BTCUSD CM Perpetual","8h","0.068712%"
"2024-03-04 17:00:00","BTCUSD CM Perpetual","8h","0.040148%"
"2024-03-04 09:00:00","BTCUSD CM Perpetual","8h","0.041948%"
"2024-03-04 01:00:00","BTCUSD CM Perpetual","8h","0.049753%"
"2024-03-03 17:00:00","BTCUSD CM Perpetual","8h","0.057456%"
"2024-03-03 09:00:00","BTCUSD CM Perpetual","8h","0.054230%"
"2024-03-03 01:00:00","BTCUSD CM Perpetual","8h","0.068311%"
"2024-03-02 17:00:00","BTCUSD CM Perpetual","8h","0.024549%"
"2024-03-02 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-03-02 01:00:00","BTCUSD CM Perpetual","8h","0.047263%"
"2024-03-01 17:00:00","BTCUSD CM Perpetual","8h","0.059611%"
"2024-03-01 09:00:00","BTCUSD CM Perpetual","8h","0.060069%"
"2024-03-01 01:00:00","BTCUSD CM Perpetual","8h","0.070208%"
"2024-02-29 17:00:00","BTCUSD CM Perpetual","8h","0.094030%"
"2024-02-29 09:00:00","BTCUSD CM Perpetual","8h","0.067732%"
"2024-02-29 01:00:00","BTCUSD CM Perpetual","8h","0.066515%"
"2024-02-28 17:00:00","BTCUSD CM Perpetual","8h","0.023128%"
"2024-02-28 09:00:00","BTCUSD CM Perpetual","8h","0.033792%"
"2024-02-28 01:00:00","BTCUSD CM Perpetual","8h","0.035116%"
"2024-02-27 17:00:00","BTCUSD CM Perpetual","8h","0.065947%"
"2024-02-27 09:00:00","BTCUSD CM Perpetual","8h","0.015314%"
"2024-02-27 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-26 17:00:00","BTCUSD CM Perpetual","8h","0.015163%"
"2024-02-26 09:00:00","BTCUSD CM Perpetual","8h","0.030125%"
"2024-02-26 01:00:00","BTCUSD CM Perpetual","8h","0.027482%"
"2024-02-25 17:00:00","BTCUSD CM Perpetual","8h","0.030315%"
"2024-02-25 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-25 01:00:00","BTCUSD CM Perpetual","8h","0.026867%"
"2024-02-24 17:00:00","BTCUSD CM Perpetual","8h","0.031843%"
"2024-02-24 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-24 01:00:00","BTCUSD CM Perpetual","8h","0.018451%"
"2024-02-23 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-23 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-23 01:00:00","BTCUSD CM Perpetual","8h","0.034808%"
"2024-02-22 17:00:00","BTCUSD CM Perpetual","8h","0.038078%"
"2024-02-22 09:00:00","BTCUSD CM Perpetual","8h","0.042188%"
"2024-02-22 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-21 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-21 09:00:00","BTCUSD CM Perpetual","8h","0.018931%"
"2024-02-21 01:00:00","BTCUSD CM Perpetual","8h","0.020029%"
"2024-02-20 17:00:00","BTCUSD CM Perpetual","8h","0.032720%"
"2024-02-20 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-20 01:00:00","BTCUSD CM Perpetual","8h","0.028145%"
"2024-02-19 17:00:00","BTCUSD CM Perpetual","8h","0.041467%"
"2024-02-19 09:00:00","BTCUSD CM Perpetual","8h","0.031360%"
"2024-02-19 01:00:00","BTCUSD CM Perpetual","8h","0.030878%"
"2024-02-18 17:00:00","BTCUSD CM Perpetual","8h","0.029854%"
"2024-02-18 09:00:00","BTCUSD CM Perpetual","8h","0.030993%"
"2024-02-18 01:00:00","BTCUSD CM Perpetual","8h","0.016663%"
"2024-02-17 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-17 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-17 01:00:00","BTCUSD CM Perpetual","8h","0.041647%"
"2024-02-16 17:00:00","BTCUSD CM Perpetual","8h","0.045448%"
"2024-02-16 09:00:00","BTCUSD CM Perpetual","8h","0.031009%"
"2024-02-16 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-15 17:00:00","BTCUSD CM Perpetual","8h","0.013511%"
"2024-02-15 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-15 01:00:00","BTCUSD CM Perpetual","8h","0.024137%"
"2024-02-14 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-14 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-14 01:00:00","BTCUSD CM Perpetual","8h","0.011406%"
"2024-02-13 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-13 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-13 01:00:00","BTCUSD CM Perpetual","8h","0.010676%"
"2024-02-12 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-12 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-12 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-11 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-11 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-11 01:00:00","BTCUSD CM Perpetual","8h","0.004031%"
"2024-02-10 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-10 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-10 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-09 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-09 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-09 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-08 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-08 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-08 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-07 17:00:00","BTCUSD CM Perpetual","8h","0.003215%"
"2024-02-07 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-07 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-06 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-06 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-06 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-05 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-05 09:00:00","BTCUSD CM Perpetual","8h","-0.002088%"
"2024-02-05 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-04 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-04 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-04 01:00:00","BTCUSD CM Perpetual","8h","0.006306%"
"2024-02-03 17:00:00","BTCUSD CM Perpetual","8h","0.001470%"
"2024-02-03 09:00:00","BTCUSD CM Perpetual","8h","0.007645%"
"2024-02-03 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-02 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-02 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-02 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-01 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-01 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-02-01 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-31 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-31 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-31 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-30 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-30 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-30 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-29 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-29 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-29 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-28 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-28 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-28 01:00:00","BTCUSD CM Perpetual","8h","0.005219%"
"2024-01-27 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-27 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-27 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-26 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-26 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-26 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-25 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-25 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-25 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-24 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-24 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-24 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-23 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-23 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-23 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-22 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-22 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-22 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-21 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-21 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-21 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-20 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-20 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-20 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-19 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-19 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-19 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-18 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-18 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-18 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-17 17:00:00","BTCUSD CM Perpetual","8h","0.002595%"
"2024-01-17 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-17 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-16 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-16 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-16 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-15 17:00:00","BTCUSD CM Perpetual","8h","0.002207%"
"2024-01-15 09:00:00","BTCUSD CM Perpetual","8h","0.008340%"
"2024-01-15 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-14 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-14 09:00:00","BTCUSD CM Perpetual","8h","0.004024%"
"2024-01-14 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-13 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-13 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-13 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-12 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-12 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-12 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-11 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-11 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-11 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-10 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-10 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-10 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-09 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-09 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-09 01:00:00","BTCUSD CM Perpetual","8h","0.004837%"
"2024-01-08 17:00:00","BTCUSD CM Perpetual","8h","0.008872%"
"2024-01-08 09:00:00","BTCUSD CM Perpetual","8h","0.000200%"
"2024-01-08 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-07 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-07 09:00:00","BTCUSD CM Perpetual","8h","-0.004106%"
"2024-01-07 01:00:00","BTCUSD CM Perpetual","8h","0.001285%"
"2024-01-06 17:00:00","BTCUSD CM Perpetual","8h","0.001185%"
"2024-01-06 09:00:00","BTCUSD CM Perpetual","8h","-0.009720%"
"2024-01-06 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-05 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-05 09:00:00","BTCUSD CM Perpetual","8h","-0.008453%"
"2024-01-05 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-04 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-04 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-04 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-03 17:00:00","BTCUSD CM Perpetual","8h","0.013201%"
"2024-01-03 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2024-01-03 01:00:00","BTCUSD CM Perpetual","8h","0.033397%"
"2024-01-02 17:00:00","BTCUSD CM Perpetual","8h","0.036388%"
"2024-01-02 09:00:00","BTCUSD CM Perpetual","8h","0.059009%"
"2024-01-02 01:00:00","BTCUSD CM Perpetual","8h","0.028009%"
"2024-01-01 17:00:00","BTCUSD CM Perpetual","8h","0.020162%"
"2024-01-01 09:00:00","BTCUSD CM Perpetual","8h","0.037711%"
"2024-01-01 01:00:00","BTCUSD CM Perpetual","8h","0.037807%"
"2023-12-31 17:00:00","BTCUSD CM Perpetual","8h","0.033659%"
"2023-12-31 09:00:00","BTCUSD CM Perpetual","8h","0.027083%"
"2023-12-31 01:00:00","BTCUSD CM Perpetual","8h","0.026444%"
"2023-12-30 17:00:00","BTCUSD CM Perpetual","8h","0.053001%"
"2023-12-30 09:00:00","BTCUSD CM Perpetual","8h","0.012701%"
"2023-12-30 01:00:00","BTCUSD CM Perpetual","8h","0.022356%"
"2023-12-29 17:00:00","BTCUSD CM Perpetual","8h","0.022275%"
"2023-12-29 09:00:00","BTCUSD CM Perpetual","8h","0.018605%"
"2023-12-29 01:00:00","BTCUSD CM Perpetual","8h","0.050095%"
"2023-12-28 17:00:00","BTCUSD CM Perpetual","8h","0.051480%"
"2023-12-28 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-28 01:00:00","BTCUSD CM Perpetual","8h","0.043689%"
"2023-12-27 17:00:00","BTCUSD CM Perpetual","8h","0.035965%"
"2023-12-27 09:00:00","BTCUSD CM Perpetual","8h","0.033079%"
"2023-12-27 01:00:00","BTCUSD CM Perpetual","8h","0.056745%"
"2023-12-26 17:00:00","BTCUSD CM Perpetual","8h","0.038776%"
"2023-12-26 09:00:00","BTCUSD CM Perpetual","8h","0.051660%"
"2023-12-26 01:00:00","BTCUSD CM Perpetual","8h","0.042842%"
"2023-12-25 17:00:00","BTCUSD CM Perpetual","8h","0.039931%"
"2023-12-25 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-25 01:00:00","BTCUSD CM Perpetual","8h","0.010362%"
"2023-12-24 17:00:00","BTCUSD CM Perpetual","8h","0.028275%"
"2023-12-24 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-24 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-23 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-23 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-23 01:00:00","BTCUSD CM Perpetual","8h","0.022462%"
"2023-12-22 17:00:00","BTCUSD CM Perpetual","8h","0.014477%"
"2023-12-22 09:00:00","BTCUSD CM Perpetual","8h","0.015820%"
"2023-12-22 01:00:00","BTCUSD CM Perpetual","8h","0.011328%"
"2023-12-21 17:00:00","BTCUSD CM Perpetual","8h","0.033395%"
"2023-12-21 09:00:00","BTCUSD CM Perpetual","8h","0.018578%"
"2023-12-21 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-20 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-20 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-20 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-19 17:00:00","BTCUSD CM Perpetual","8h","0.010468%"
"2023-12-19 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-19 01:00:00","BTCUSD CM Perpetual","8h","0.016909%"
"2023-12-18 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-18 09:00:00","BTCUSD CM Perpetual","8h","0.020233%"
"2023-12-18 01:00:00","BTCUSD CM Perpetual","8h","0.018649%"
"2023-12-17 17:00:00","BTCUSD CM Perpetual","8h","0.019413%"
"2023-12-17 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-17 01:00:00","BTCUSD CM Perpetual","8h","0.023314%"
"2023-12-16 17:00:00","BTCUSD CM Perpetual","8h","0.015951%"
"2023-12-16 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-16 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-15 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-15 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-15 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-14 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-14 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-14 01:00:00","BTCUSD CM Perpetual","8h","0.018380%"
"2023-12-13 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-13 09:00:00","BTCUSD CM Perpetual","8h","0.013375%"
"2023-12-13 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-12 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-12 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-12 01:00:00","BTCUSD CM Perpetual","8h","0.020700%"
"2023-12-11 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-11 09:00:00","BTCUSD CM Perpetual","8h","0.013955%"
"2023-12-11 01:00:00","BTCUSD CM Perpetual","8h","0.028043%"
"2023-12-10 17:00:00","BTCUSD CM Perpetual","8h","0.029778%"
"2023-12-10 09:00:00","BTCUSD CM Perpetual","8h","0.021190%"
"2023-12-10 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-09 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
