"Time","Contracts","Funding Interval","Funding Rate"
"2023-12-09 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-09 01:00:00","BTCUSD CM Perpetual","8h","0.013354%"
"2023-12-08 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-08 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-08 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-07 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-07 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-07 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-06 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-06 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-06 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-05 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-05 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-05 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-04 17:00:00","BTCUSD CM Perpetual","8h","0.036030%"
"2023-12-04 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-04 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-03 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-03 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-03 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-02 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-02 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-02 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-01 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-12-01 09:00:00","BTCUSD CM Perpetual","8h","0.005697%"
"2023-12-01 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-30 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-30 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-30 01:00:00","BTCUSD CM Perpetual","8h","0.009013%"
"2023-11-29 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-29 09:00:00","BTCUSD CM Perpetual","8h","0.006017%"
"2023-11-29 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-28 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-28 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-28 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-27 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-27 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-27 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-26 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-26 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-26 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-25 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-25 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-25 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-24 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-24 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-24 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-23 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-23 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-23 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-22 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-22 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-22 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-21 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-21 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-21 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-20 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-20 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-20 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-19 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-19 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-19 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-18 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-18 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-18 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-17 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-17 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-17 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-16 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-16 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-16 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-15 17:00:00","BTCUSD CM Perpetual","8h","0.012568%"
"2023-11-15 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-15 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-14 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-14 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-14 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-13 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-13 09:00:00","BTCUSD CM Perpetual","8h","0.020002%"
"2023-11-13 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-12 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-12 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-12 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-11 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-11 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-11 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-10 17:00:00","BTCUSD CM Perpetual","8h","0.021840%"
"2023-11-10 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-10 01:00:00","BTCUSD CM Perpetual","8h","0.010306%"
"2023-11-09 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-09 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-09 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-08 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-08 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-08 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-07 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-07 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-07 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-06 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-06 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-06 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-05 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-05 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-05 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-04 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-04 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-04 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-03 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-03 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-03 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-02 17:00:00","BTCUSD CM Perpetual","8h","0.015694%"
"2023-11-02 09:00:00","BTCUSD CM Perpetual","8h","0.027082%"
"2023-11-02 01:00:00","BTCUSD CM Perpetual","8h","0.020710%"
"2023-11-01 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-01 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-11-01 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-31 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-31 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-31 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-30 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-30 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-30 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-29 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-29 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-29 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-28 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-28 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-28 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-27 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-27 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-27 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-26 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-26 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-26 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-25 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-25 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-25 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-24 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-24 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-24 01:00:00","BTCUSD CM Perpetual","8h","0.001933%"
"2023-10-23 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-23 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-23 01:00:00","BTCUSD CM Perpetual","8h","0.007488%"
"2023-10-22 17:00:00","BTCUSD CM Perpetual","8h","0.005591%"
"2023-10-22 09:00:00","BTCUSD CM Perpetual","8h","0.001501%"
"2023-10-22 01:00:00","BTCUSD CM Perpetual","8h","0.002826%"
"2023-10-21 17:00:00","BTCUSD CM Perpetual","8h","0.004589%"
"2023-10-21 09:00:00","BTCUSD CM Perpetual","8h","-0.004060%"
"2023-10-21 01:00:00","BTCUSD CM Perpetual","8h","0.004040%"
"2023-10-20 17:00:00","BTCUSD CM Perpetual","8h","-0.000444%"
"2023-10-20 09:00:00","BTCUSD CM Perpetual","8h","-0.010057%"
"2023-10-20 01:00:00","BTCUSD CM Perpetual","8h","-0.010663%"
"2023-10-19 17:00:00","BTCUSD CM Perpetual","8h","-0.007604%"
"2023-10-19 09:00:00","BTCUSD CM Perpetual","8h","-0.010335%"
"2023-10-19 01:00:00","BTCUSD CM Perpetual","8h","-0.000874%"
"2023-10-18 17:00:00","BTCUSD CM Perpetual","8h","0.003329%"
"2023-10-18 09:00:00","BTCUSD CM Perpetual","8h","-0.010255%"
"2023-10-18 01:00:00","BTCUSD CM Perpetual","8h","-0.012130%"
"2023-10-17 17:00:00","BTCUSD CM Perpetual","8h","-0.006473%"
"2023-10-17 09:00:00","BTCUSD CM Perpetual","8h","-0.005227%"
"2023-10-17 01:00:00","BTCUSD CM Perpetual","8h","0.007672%"
"2023-10-16 17:00:00","BTCUSD CM Perpetual","8h","-0.002925%"
"2023-10-16 09:00:00","BTCUSD CM Perpetual","8h","-0.002361%"
"2023-10-16 01:00:00","BTCUSD CM Perpetual","8h","0.003488%"
"2023-10-15 17:00:00","BTCUSD CM Perpetual","8h","0.000912%"
"2023-10-15 09:00:00","BTCUSD CM Perpetual","8h","-0.004398%"
"2023-10-15 01:00:00","BTCUSD CM Perpetual","8h","0.005267%"
"2023-10-14 17:00:00","BTCUSD CM Perpetual","8h","0.005028%"
"2023-10-14 09:00:00","BTCUSD CM Perpetual","8h","-0.000102%"
"2023-10-14 01:00:00","BTCUSD CM Perpetual","8h","0.008674%"
"2023-10-13 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-13 09:00:00","BTCUSD CM Perpetual","8h","0.007129%"
"2023-10-13 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-12 17:00:00","BTCUSD CM Perpetual","8h","0.006238%"
"2023-10-12 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-12 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-11 17:00:00","BTCUSD CM Perpetual","8h","-0.001324%"
"2023-10-11 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-11 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-10 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-10 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-10 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-09 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-09 09:00:00","BTCUSD CM Perpetual","8h","0.000697%"
"2023-10-09 01:00:00","BTCUSD CM Perpetual","8h","0.002711%"
"2023-10-08 17:00:00","BTCUSD CM Perpetual","8h","0.000412%"
"2023-10-08 09:00:00","BTCUSD CM Perpetual","8h","-0.000052%"
"2023-10-08 01:00:00","BTCUSD CM Perpetual","8h","0.003553%"
"2023-10-07 17:00:00","BTCUSD CM Perpetual","8h","-0.007109%"
"2023-10-07 09:00:00","BTCUSD CM Perpetual","8h","-0.002043%"
"2023-10-07 01:00:00","BTCUSD CM Perpetual","8h","-0.010172%"
"2023-10-06 17:00:00","BTCUSD CM Perpetual","8h","-0.006170%"
"2023-10-06 09:00:00","BTCUSD CM Perpetual","8h","-0.001116%"
"2023-10-06 01:00:00","BTCUSD CM Perpetual","8h","-0.014373%"
"2023-10-05 17:00:00","BTCUSD CM Perpetual","8h","-0.004463%"
"2023-10-05 09:00:00","BTCUSD CM Perpetual","8h","-0.005494%"
"2023-10-05 01:00:00","BTCUSD CM Perpetual","8h","0.007949%"
"2023-10-04 17:00:00","BTCUSD CM Perpetual","8h","0.004291%"
"2023-10-04 09:00:00","BTCUSD CM Perpetual","8h","0.004671%"
"2023-10-04 01:00:00","BTCUSD CM Perpetual","8h","0.005313%"
"2023-10-03 17:00:00","BTCUSD CM Perpetual","8h","0.007806%"
"2023-10-03 09:00:00","BTCUSD CM Perpetual","8h","0.009370%"
"2023-10-03 01:00:00","BTCUSD CM Perpetual","8h","-0.014760%"
"2023-10-02 17:00:00","BTCUSD CM Perpetual","8h","-0.000508%"
"2023-10-02 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-10-02 01:00:00","BTCUSD CM Perpetual","8h","0.003405%"
"2023-10-01 17:00:00","BTCUSD CM Perpetual","8h","-0.002430%"
"2023-10-01 09:00:00","BTCUSD CM Perpetual","8h","-0.007964%"
"2023-10-01 01:00:00","BTCUSD CM Perpetual","8h","-0.002769%"
"2023-09-30 17:00:00","BTCUSD CM Perpetual","8h","-0.002973%"
"2023-09-30 09:00:00","BTCUSD CM Perpetual","8h","0.004072%"
"2023-09-30 01:00:00","BTCUSD CM Perpetual","8h","0.007436%"
"2023-09-29 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-09-29 09:00:00","BTCUSD CM Perpetual","8h","0.001308%"
"2023-09-29 01:00:00","BTCUSD CM Perpetual","8h","0.005500%"
"2023-09-28 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-09-28 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-09-28 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-09-27 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-09-27 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-09-27 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-09-26 17:00:00","BTCUSD CM Perpetual","8h","0.007386%"
"2023-09-26 09:00:00","BTCUSD CM Perpetual","8h","0.001517%"
"2023-09-26 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-09-25 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-09-25 09:00:00","BTCUSD CM Perpetual","8h","-0.004121%"
"2023-09-25 01:00:00","BTCUSD CM Perpetual","8h","0.003981%"
"2023-09-24 17:00:00","BTCUSD CM Perpetual","8h","0.002692%"
"2023-09-24 09:00:00","BTCUSD CM Perpetual","8h","0.003547%"
"2023-09-24 01:00:00","BTCUSD CM Perpetual","8h","0.000530%"
"2023-09-23 17:00:00","BTCUSD CM Perpetual","8h","0.002418%"
"2023-09-23 09:00:00","BTCUSD CM Perpetual","8h","0.008335%"
"2023-09-23 01:00:00","BTCUSD CM Perpetual","8h","0.009401%"
"2023-09-22 17:00:00","BTCUSD CM Perpetual","8h","0.005581%"
"2023-09-22 09:00:00","BTCUSD CM Perpetual","8h","-0.006227%"
"2023-09-22 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-09-21 17:00:00","BTCUSD CM Perpetual","8h","-0.000320%"
"2023-09-21 09:00:00","BTCUSD CM Perpetual","8h","0.002392%"
"2023-09-21 01:00:00","BTCUSD CM Perpetual","8h","0.006088%"
"2023-09-20 17:00:00","BTCUSD CM Perpetual","8h","0.000668%"
"2023-09-20 09:00:00","BTCUSD CM Perpetual","8h","-0.003128%"
"2023-09-20 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-09-19 17:00:00","BTCUSD CM Perpetual","8h","-0.013685%"
"2023-09-19 09:00:00","BTCUSD CM Perpetual","8h","-0.001227%"
"2023-09-19 01:00:00","BTCUSD CM Perpetual","8h","0.003575%"
"2023-09-18 17:00:00","BTCUSD CM Perpetual","8h","0.002077%"
"2023-09-18 09:00:00","BTCUSD CM Perpetual","8h","-0.000207%"
"2023-09-18 01:00:00","BTCUSD CM Perpetual","8h","-0.006427%"
"2023-09-17 17:00:00","BTCUSD CM Perpetual","8h","-0.008842%"
"2023-09-17 09:00:00","BTCUSD CM Perpetual","8h","-0.010383%"
"2023-09-17 01:00:00","BTCUSD CM Perpetual","8h","-0.006127%"
"2023-09-16 17:00:00","BTCUSD CM Perpetual","8h","-0.003779%"
"2023-09-16 09:00:00","BTCUSD CM Perpetual","8h","-0.000606%"
"2023-09-16 01:00:00","BTCUSD CM Perpetual","8h","0.005262%"
"2023-09-15 17:00:00","BTCUSD CM Perpetual","8h","-0.004037%"
"2023-09-15 09:00:00","BTCUSD CM Perpetual","8h","-0.005562%"
"2023-09-15 01:00:00","BTCUSD CM Perpetual","8h","-0.008351%"
"2023-09-14 17:00:00","BTCUSD CM Perpetual","8h","0.002333%"
"2023-09-14 09:00:00","BTCUSD CM Perpetual","8h","-0.009967%"
"2023-09-14 01:00:00","BTCUSD CM Perpetual","8h","-0.002775%"
"2023-09-13 17:00:00","BTCUSD CM Perpetual","8h","0.004186%"
"2023-09-13 09:00:00","BTCUSD CM Perpetual","8h","-0.000560%"
"2023-09-13 01:00:00","BTCUSD CM Perpetual","8h","-0.004276%"
"2023-09-12 17:00:00","BTCUSD CM Perpetual","8h","-0.000692%"
"2023-09-12 09:00:00","BTCUSD CM Perpetual","8h","-0.001315%"
"2023-09-12 01:00:00","BTCUSD CM Perpetual","8h","0.004498%"
"2023-09-11 17:00:00","BTCUSD CM Perpetual","8h","0.005422%"
"2023-09-11 09:00:00","BTCUSD CM Perpetual","8h","0.004826%"
"2023-09-11 01:00:00","BTCUSD CM Perpetual","8h","0.009153%"
"2023-09-10 17:00:00","BTCUSD CM Perpetual","8h","-0.003751%"
"2023-09-10 09:00:00","BTCUSD CM Perpetual","8h","0.000057%"
"2023-09-10 01:00:00","BTCUSD CM Perpetual","8h","0.000802%"
"2023-09-09 17:00:00","BTCUSD CM Perpetual","8h","0.001294%"
"2023-09-09 09:00:00","BTCUSD CM Perpetual","8h","-0.007198%"
"2023-09-09 01:00:00","BTCUSD CM Perpetual","8h","-0.001874%"
"2023-09-08 17:00:00","BTCUSD CM Perpetual","8h","0.001334%"
"2023-09-08 09:00:00","BTCUSD CM Perpetual","8h","-0.004082%"
"2023-09-08 01:00:00","BTCUSD CM Perpetual","8h","0.009302%"
"2023-09-07 17:00:00","BTCUSD CM Perpetual","8h","0.001095%"
"2023-09-07 09:00:00","BTCUSD CM Perpetual","8h","0.009639%"
"2023-09-07 01:00:00","BTCUSD CM Perpetual","8h","0.003538%"
"2023-09-06 17:00:00","BTCUSD CM Perpetual","8h","0.009174%"
"2023-09-06 09:00:00","BTCUSD CM Perpetual","8h","0.004001%"
"2023-09-06 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-09-05 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-09-05 09:00:00","BTCUSD CM Perpetual","8h","0.004775%"
"2023-09-05 01:00:00","BTCUSD CM Perpetual","8h","0.005287%"
"2023-09-04 17:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-09-04 09:00:00","BTCUSD CM Perpetual","8h","0.007017%"
"2023-09-04 01:00:00","BTCUSD CM Perpetual","8h","0.007035%"
"2023-09-03 17:00:00","BTCUSD CM Perpetual","8h","-0.006589%"
"2023-09-03 09:00:00","BTCUSD CM Perpetual","8h","-0.001218%"
"2023-09-03 01:00:00","BTCUSD CM Perpetual","8h","-0.007261%"
"2023-09-02 17:00:00","BTCUSD CM Perpetual","8h","0.001601%"
"2023-09-02 09:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-09-02 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-09-01 17:00:00","BTCUSD CM Perpetual","8h","0.004789%"
"2023-09-01 09:00:00","BTCUSD CM Perpetual","8h","-0.004875%"
"2023-09-01 01:00:00","BTCUSD CM Perpetual","8h","0.003750%"
"2023-08-31 17:00:00","BTCUSD CM Perpetual","8h","0.009921%"
"2023-08-31 09:00:00","BTCUSD CM Perpetual","8h","-0.002281%"
"2023-08-31 01:00:00","BTCUSD CM Perpetual","8h","0.001491%"
"2023-08-30 17:00:00","BTCUSD CM Perpetual","8h","0.001648%"
"2023-08-30 09:00:00","BTCUSD CM Perpetual","8h","-0.002931%"
"2023-08-30 01:00:00","BTCUSD CM Perpetual","8h","-0.016528%"
"2023-08-29 17:00:00","BTCUSD CM Perpetual","8h","0.009226%"
"2023-08-29 09:00:00","BTCUSD CM Perpetual","8h","0.002547%"
"2023-08-29 01:00:00","BTCUSD CM Perpetual","8h","0.009027%"
"2023-08-28 17:00:00","BTCUSD CM Perpetual","8h","-0.001044%"
"2023-08-28 09:00:00","BTCUSD CM Perpetual","8h","-0.003056%"
"2023-08-28 01:00:00","BTCUSD CM Perpetual","8h","0.004281%"
"2023-08-27 17:00:00","BTCUSD CM Perpetual","8h","-0.003373%"
"2023-08-27 09:00:00","BTCUSD CM Perpetual","8h","0.008332%"
"2023-08-27 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-08-26 17:00:00","BTCUSD CM Perpetual","8h","0.008386%"
"2023-08-26 09:00:00","BTCUSD CM Perpetual","8h","-0.000432%"
"2023-08-26 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-08-25 17:00:00","BTCUSD CM Perpetual","8h","0.003707%"
"2023-08-25 09:00:00","BTCUSD CM Perpetual","8h","-0.002307%"
"2023-08-25 01:00:00","BTCUSD CM Perpetual","8h","0.010000%"
"2023-08-24 17:00:00","BTCUSD CM Perpetual","8h","-0.005326%"
"2023-08-24 09:00:00","BTCUSD CM Perpetual","8h","-0.003668%"
"2023-08-24 01:00:00","BTCUSD CM Perpetual","8h","0.005847%"
"2023-08-23 17:00:00","BTCUSD CM Perpetual","8h","0.000749%"
"2023-08-23 09:00:00","BTCUSD CM Perpetual","8h","0.009000%"
"2023-08-23 01:00:00","BTCUSD CM Perpetual","8h","0.007072%"
"2023-08-22 17:00:00","BTCUSD CM Perpetual","8h","0.008073%"
"2023-08-22 09:00:00","BTCUSD CM Perpetual","8h","0.003137%"
"2023-08-22 01:00:00","BTCUSD CM Perpetual","8h","-0.000249%"
"2023-08-21 17:00:00","BTCUSD CM Perpetual","8h","0.006341%"
"2023-08-21 09:00:00","BTCUSD CM Perpetual","8h","0.000457%"
"2023-08-21 01:00:00","BTCUSD CM Perpetual","8h","-0.003308%"
"2023-08-20 17:00:00","BTCUSD CM Perpetual","8h","-0.010623%"
"2023-08-20 09:00:00","BTCUSD CM Perpetual","8h","-0.004793%"